31;486;"{""old"":{""id"":""486"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""486"",""current_number"":""586"",""name"":""Dunbarton Sobremesa Br\u00fbl\u00e9e Gordo"",""artikul_number"":""586"",""price_per_piece"":""1390"",""pieces"":""13"",""package_price"":""180.70"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:56:04";"2020-11-26 09:56:04";586;02.06.2020
32;487;"{""old"":{""id"":""487"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""487"",""current_number"":""587"",""name"":""Dunbarton Sobremesa Corona Grande"",""artikul_number"":""587"",""price_per_piece"":""990"",""pieces"":""25"",""package_price"":""247.50"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:56:35";"2020-11-26 09:56:35";587;02.06.2020
33;488;"{""old"":{""id"":""488"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""488"",""current_number"":""588"",""name"":""Dunbarton Sobremesa Cervantes Fino"",""artikul_number"":""588"",""price_per_piece"":""1140"",""pieces"":""25"",""package_price"":""285.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:57:42";"2020-11-26 09:57:42";588;02.06.2020
34;489;"{""old"":{""id"":""489"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""489"",""current_number"":""589"",""name"":""Dunbarton Sobremesa Robusto Largo"",""artikul_number"":""589"",""price_per_piece"":""1160"",""pieces"":""25"",""package_price"":""290.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:57:57";"2020-11-26 09:57:57";589;02.06.2020
35;490;"{""old"":{""id"":""490"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""490"",""current_number"":""590"",""name"":""Dunbarton Sobremesa El Americano"",""artikul_number"":""590"",""price_per_piece"":""1240"",""pieces"":""25"",""package_price"":""310.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:58:22";"2020-11-26 09:58:22";590;02.06.2020
36;491;"{""old"":{""id"":""491"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""491"",""current_number"":""591"",""name"":""Dunbarton Sobremesa Torpedo Tiempo"",""artikul_number"":""591"",""price_per_piece"":""1300"",""pieces"":""25"",""package_price"":""325.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:58:52";"2020-11-26 09:58:52";591;02.06.2020
37;492;"{""old"":{""id"":""492"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""492"",""current_number"":""592"",""name"":""Dunbarton Sobremesa Gran Imperiales"",""artikul_number"":""592"",""price_per_piece"":""1340"",""pieces"":""25"",""package_price"":""335.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:59:21";"2020-11-26 09:59:21";592;02.06.2020
38;493;"{""old"":{""id"":""493"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""493"",""current_number"":""593"",""name"":""Dunbarton Sobremesa Short Churchill"",""artikul_number"":""593"",""price_per_piece"":""1120"",""pieces"":""14"",""package_price"":""156.80"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 09:59:43";"2020-11-26 09:59:43";593;02.06.2020
39;494;"{""old"":{""id"":""494"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""494"",""current_number"":""594"",""name"":""Dunbarton Sobremesa Elegante en Cedros"",""artikul_number"":""594"",""price_per_piece"":""1440"",""pieces"":""13"",""package_price"":""187.20"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:02:24";"2020-11-26 10:02:24";594;02.06.2020
40;495;"{""old"":{""id"":""495"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""495"",""current_number"":""595"",""name"":""Dunbarton Mi Querida Gordita"",""artikul_number"":""595"",""price_per_piece"":""890"",""pieces"":""20"",""package_price"":""178.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:02:39";"2020-11-26 10:02:39";595;02.06.2020
41;496;"{""old"":{""id"":""496"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""496"",""current_number"":""596"",""name"":""Dunbarton Mi Querida Fino Largo"",""artikul_number"":""596"",""price_per_piece"":""1090"",""pieces"":""20"",""package_price"":""218.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:10:22";"2020-11-26 10:10:22";596;02.06.2020
42;497;"{""old"":{""id"":""497"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""497"",""current_number"":""597"",""name"":""Dunbarton Mi Querida Ancho Corto"",""artikul_number"":""597"",""price_per_piece"":""1040"",""pieces"":""20"",""package_price"":""208.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:10:39";"2020-11-26 10:10:39";597;02.06.2020
43;498;"{""old"":{""id"":""498"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""498"",""current_number"":""598"",""name"":""Dunbarton Mi Querida Ancho Largo"",""artikul_number"":""598"",""price_per_piece"":""1090"",""pieces"":""20"",""package_price"":""218.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:10:54";"2020-11-26 10:10:54";598;02.06.2020
44;499;"{""old"":{""id"":""499"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""499"",""current_number"":""599"",""name"":""Dunbarton Mi Querida Muy Gordo Grande"",""artikul_number"":""599"",""price_per_piece"":""1190"",""pieces"":""20"",""package_price"":""238.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:11:18";"2020-11-26 10:11:18";599;02.06.2020
45;500;"{""old"":{""id"":""500"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""500"",""current_number"":""600"",""name"":""Dunbarton Umbagog Corona Gorda"",""artikul_number"":""600"",""price_per_piece"":""820"",""pieces"":""10"",""package_price"":""82.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:11:34";"2020-11-26 10:11:34";600;02.06.2020
46;501;"{""old"":{""id"":""501"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""501"",""current_number"":""601"",""name"":""Dunbarton Umbagog Robusto Plus"",""artikul_number"":""601"",""price_per_piece"":""840"",""pieces"":""10"",""package_price"":""84.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:11:57";"2020-11-26 10:11:57";601;02.06.2020
47;502;"{""old"":{""id"":""502"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""502"",""current_number"":""602"",""name"":""Dunbarton Umbagog Toro Toro"",""artikul_number"":""602"",""price_per_piece"":""870"",""pieces"":""10"",""package_price"":""87.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:12:12";"2020-11-26 10:12:12";602;02.06.2020
48;503;"{""old"":{""id"":""503"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""503"",""current_number"":""603"",""name"":""Dunbarton Umbagog Gordo Gordo"",""artikul_number"":""603"",""price_per_piece"":""940"",""pieces"":""10"",""package_price"":""94.00"",""status"":""active"",""state"":""new"",""date_changed"":""02.06.2020""}}";"2020-11-26 10:12:35";"2020-11-26 10:12:35";603;02.06.2020
49;460;"{""old"":{""id"":""460"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""460"",""current_number"":""560"",""name"":""La Rosa de Sandiego Clasico Robusto"",""artikul_number"":""560"",""price_per_piece"":""580"",""pieces"":""20"",""package_price"":""116.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:13:36";"2020-11-26 10:13:36";560;27.05.2020
50;461;"{""old"":{""id"":""461"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""461"",""current_number"":""561"",""name"":""La Rosa de Sandiego Clasico Toro Gordo"",""artikul_number"":""561"",""price_per_piece"":""620"",""pieces"":""20"",""package_price"":""124.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:13:59";"2020-11-26 10:13:59";561;27.05.2020
51;462;"{""old"":{""id"":""462"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""462"",""current_number"":""562"",""name"":""La Rosa de Sandiego Clasico Inmenso"",""artikul_number"":""562"",""price_per_piece"":""660"",""pieces"":""20"",""package_price"":""132.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:14:15";"2020-11-26 10:14:15";562;27.05.2020
52;463;"{""old"":{""id"":""463"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""463"",""current_number"":""563"",""name"":""La Rosa de Sandiego Clasico Gigante"",""artikul_number"":""563"",""price_per_piece"":""800"",""pieces"":""10"",""package_price"":""80.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:14:33";"2020-11-26 10:14:33";563;27.05.2020
53;464;"{""old"":{""id"":""464"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""464"",""current_number"":""564"",""name"":""La Rosa de Sandiego Maduro Robusto"",""artikul_number"":""564"",""price_per_piece"":""580"",""pieces"":""20"",""package_price"":""116.00"",""status"":""active"",""state"":""new"",""date_changed"":""17.06.2020""}}";"2020-11-26 10:18:06";"2020-11-26 10:18:06";564;17.06.2020
54;464;"{""old"":{""id"":""464"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""464"",""current_number"":""564"",""name"":""La Rosa de Sandiego Maduro Robusto"",""artikul_number"":""564"",""price_per_piece"":""580"",""pieces"":""20"",""package_price"":""116.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:19:59";"2020-11-26 10:19:59";564;27.05.2020
55;465;"{""old"":{""id"":""465"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""465"",""current_number"":""565"",""name"":""La Rosa de Sandiego Maduro Toro Gordo"",""artikul_number"":""565"",""price_per_piece"":""620"",""pieces"":""20"",""package_price"":""124.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:24:04";"2020-11-26 10:24:04";565;27.05.2020
56;466;"{""old"":{""id"":""466"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""466"",""current_number"":""566"",""name"":""La Rosa de Sandiego Maduro Inmenso"",""artikul_number"":""566"",""price_per_piece"":""660"",""pieces"":""20"",""package_price"":""132.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:24:34";"2020-11-26 10:24:34";566;27.05.2020
57;467;"{""old"":{""id"":""467"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""467"",""current_number"":""567"",""name"":""La Rosa de Sandiego Maduro Gigante"",""artikul_number"":""567"",""price_per_piece"":""800"",""pieces"":""10"",""package_price"":""80.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.05.2020""}}";"2020-11-26 10:25:13";"2020-11-26 10:25:13";567;27.05.2020
