"id";"product_id";"data";"created_at";"updated_at"
"658";"32";"{""old"":{""id"":""32"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""32"",""current_number"":""32"",""name"":""LH Colorado Corona Bundle"",""artikul_number"":""32"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:11";"2020-12-01 11:20:11"
"659";"33";"{""old"":{""id"":""33"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""33"",""current_number"":""33"",""name"":""LH Colorado Churchill Bundle"",""artikul_number"":""33"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:17";"2020-12-01 11:20:17"
"660";"34";"{""old"":{""id"":""34"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""34"",""current_number"":""34"",""name"":""LH Maduro Robusto Bundle"",""artikul_number"":""34"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:25";"2020-12-01 11:20:25"
"661";"35";"{""old"":{""id"":""35"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""35"",""current_number"":""35"",""name"":""LH Maduro Toro Bundle"",""artikul_number"":""35"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:31";"2020-12-01 11:20:31"
"662";"36";"{""old"":{""id"":""36"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""36"",""current_number"":""36"",""name"":""LH Maduro Gordo Bundle"",""artikul_number"":""36"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:37";"2020-12-01 11:20:37"
"663";"37";"{""old"":{""id"":""37"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""37"",""current_number"":""37"",""name"":""LH Maduro Lancero Bundle"",""artikul_number"":""37"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:44";"2020-12-01 11:20:44"
"664";"38";"{""old"":{""id"":""38"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""38"",""current_number"":""38"",""name"":""LH Maduro Petit Gordo Bundle"",""artikul_number"":""38"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:50";"2020-12-01 11:20:50"
"665";"39";"{""old"":{""id"":""39"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""39"",""current_number"":""39"",""name"":""LH Maduro Corona Bundle"",""artikul_number"":""39"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:20:57";"2020-12-01 11:20:57"
"666";"40";"{""old"":{""id"":""40"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""40"",""current_number"":""40"",""name"":""LH Maduro Churchill Bundle"",""artikul_number"":""40"",""price_per_piece"":""50"",""pieces"":""20"",""package_price"":""10.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.08.2016""}}";"2020-12-01 11:21:05";"2020-12-01 11:21:05"
"667";"32";"{""old"":{""id"":""32"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""32"",""current_number"":""32"",""name"":""LH Colorado Corona Bundle"",""artikul_number"":""32"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:22:37";"2020-12-01 11:22:37"
"668";"33";"{""old"":{""id"":""33"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""33"",""current_number"":""33"",""name"":""LH Colorado Churchill Bundle"",""artikul_number"":""33"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:22:54";"2020-12-01 11:22:54"
"669";"34";"{""old"":{""id"":""34"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""34"",""current_number"":""34"",""name"":""LH Maduro Robusto Bundle"",""artikul_number"":""34"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:23:18";"2020-12-01 11:23:18"
"670";"35";"{""old"":{""id"":""35"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""35"",""current_number"":""35"",""name"":""LH Maduro Toro Bundle"",""artikul_number"":""35"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:23:36";"2020-12-01 11:23:36"
"671";"36";"{""old"":{""id"":""36"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""36"",""current_number"":""36"",""name"":""LH Maduro Gordo Bundle"",""artikul_number"":""36"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:24:10";"2020-12-01 11:24:10"
"672";"37";"{""old"":{""id"":""37"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""37"",""current_number"":""37"",""name"":""LH Maduro Lancero Bundle"",""artikul_number"":""37"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:24:43";"2020-12-01 11:24:43"
"673";"38";"{""old"":{""id"":""38"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""38"",""current_number"":""38"",""name"":""LH Maduro Petit Gordo Bundle"",""artikul_number"":""38"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:25:00";"2020-12-01 11:25:00"
"674";"39";"{""old"":{""id"":""39"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""39"",""current_number"":""39"",""name"":""LH Maduro Corona Bundle"",""artikul_number"":""39"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:25:20";"2020-12-01 11:25:20"
"675";"40";"{""old"":{""id"":""40"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""40"",""current_number"":""40"",""name"":""LH Maduro Churchill Bundle"",""artikul_number"":""40"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:25:38";"2020-12-01 11:25:38"
"676";"20";"{""old"":{""id"":""20"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""20"",""current_number"":""20"",""name"":""LH Claro Robusto Bundle"",""artikul_number"":""20"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:27:02";"2020-12-01 11:27:02"
"677";"21";"{""old"":{""id"":""21"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""21"",""current_number"":""21"",""name"":""LH Claro Toro Bundle"",""artikul_number"":""21"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:34:00";"2020-12-01 11:34:00"
"678";"22";"{""old"":{""id"":""22"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""22"",""current_number"":""22"",""name"":""LH Claro Gordo Bundle"",""artikul_number"":""22"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:34:27";"2020-12-01 11:34:27"
"679";"23";"{""old"":{""id"":""23"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""23"",""current_number"":""23"",""name"":""LH Claro Lancero Bundle"",""artikul_number"":""23"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:34:43";"2020-12-01 11:34:43"
"680";"24";"{""old"":{""id"":""24"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""24"",""current_number"":""24"",""name"":""LH Claro Petit Gordo Bundle"",""artikul_number"":""24"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:34:58";"2020-12-01 11:34:58"
"681";"25";"{""old"":{""id"":""25"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""25"",""current_number"":""25"",""name"":""LH Claro Corona Bundle"",""artikul_number"":""25"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:35:14";"2020-12-01 11:35:14"
"682";"26";"{""old"":{""id"":""26"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""26"",""current_number"":""26"",""name"":""LH Claro Churchill Bundle"",""artikul_number"":""26"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:36:40";"2020-12-01 11:36:40"
"683";"27";"{""old"":{""id"":""27"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""27"",""current_number"":""27"",""name"":""LH Colorado Robusto Bundle"",""artikul_number"":""27"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:37:07";"2020-12-01 11:37:07"
"684";"28";"{""old"":{""id"":""28"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""28"",""current_number"":""28"",""name"":""LH Colorado Toro Bundle"",""artikul_number"":""28"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:37:27";"2020-12-01 11:37:27"
"685";"29";"{""old"":{""id"":""29"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""29"",""current_number"":""29"",""name"":""LH Colorado Gordo Bundle"",""artikul_number"":""29"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:37:48";"2020-12-01 11:37:48"
"686";"30";"{""old"":{""id"":""30"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""30"",""current_number"":""30"",""name"":""LH Colorado Lancero Bundle"",""artikul_number"":""30"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:38:23";"2020-12-01 11:38:23"
"687";"31";"{""old"":{""id"":""31"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""31"",""current_number"":""31"",""name"":""LH Colorado Petit Gordo Bundle"",""artikul_number"":""31"",""price_per_piece"":""50"",""pieces"":""25"",""package_price"":""12.50"",""status"":""active"",""state"":""new"",""date_changed"":""03.08.2016""}}";"2020-12-01 11:38:55";"2020-12-01 11:38:55"
"688";"1";"{""old"":{""id"":""1"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""1"",""current_number"":""1"",""name"":""Monte Pascoal Robusto"",""artikul_number"":""1"",""price_per_piece"":""650"",""pieces"":""25"",""package_price"":""162.50"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:34:37";"2020-12-01 12:34:37"
"689";"2";"{""old"":{""id"":""2"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""2"",""current_number"":""2"",""name"":""Monte Pascoal Petit Robusto"",""artikul_number"":""2"",""price_per_piece"":""650"",""pieces"":""10"",""package_price"":""65.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:35:15";"2020-12-01 12:35:15"
"690";"3";"{""old"":{""id"":""3"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""3"",""current_number"":""3"",""name"":""Madame Butterfly Robustos Extra"",""artikul_number"":""3"",""price_per_piece"":""650"",""pieces"":""3"",""package_price"":""19.50"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:36:13";"2020-12-01 12:36:13"
"691";"4";"{""old"":{""id"":""4"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""4"",""current_number"":""4"",""name"":""Madame Butterfly Robustos Extra"",""artikul_number"":""4"",""price_per_piece"":""530"",""pieces"":""25"",""package_price"":""132.50"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:36:38";"2020-12-01 12:36:38"
"692";"5";"{""old"":{""id"":""5"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""5"",""current_number"":""5"",""name"":""Monte Pascoal Robusto"",""artikul_number"":""5"",""price_per_piece"":""530"",""pieces"":""5"",""package_price"":""26.50"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:37:09";"2020-12-01 12:37:09"
"693";"6";"{""old"":{""id"":""6"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""6"",""current_number"":""6"",""name"":""Monte Pascoal Corona"",""artikul_number"":""6"",""price_per_piece"":""550"",""pieces"":""25"",""package_price"":""137.50"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:38:04";"2020-12-01 12:38:04"
"694";"7";"{""old"":{""id"":""7"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""7"",""current_number"":""7"",""name"":""Monte Pascoal Corona"",""artikul_number"":""7"",""price_per_piece"":""550"",""pieces"":""10"",""package_price"":""55.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:38:50";"2020-12-01 12:38:50"
"695";"8";"{""old"":{""id"":""8"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""8"",""current_number"":""8"",""name"":""Monte Pascoal Corona"",""artikul_number"":""8"",""price_per_piece"":""550"",""pieces"":""3"",""package_price"":""16.50"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:39:49";"2020-12-01 12:39:49"
"696";"9";"{""old"":{""id"":""9"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""9"",""current_number"":""9"",""name"":""Monte Pascoal Minutos"",""artikul_number"":""9"",""price_per_piece"":""920"",""pieces"":""25"",""package_price"":""230.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:40:13";"2020-12-01 12:40:13"
"697";"10";"{""old"":{""id"":""10"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""10"",""current_number"":""10"",""name"":""Monte Pascoal Double Corona"",""artikul_number"":""10"",""price_per_piece"":""920"",""pieces"":""10"",""package_price"":""92.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:41:08";"2020-12-01 12:41:08"
"698";"11";"{""old"":{""id"":""11"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""11"",""current_number"":""11"",""name"":""Monte Pascoal Belicoso"",""artikul_number"":""11"",""price_per_piece"":""475"",""pieces"":""25"",""package_price"":""118.75"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:41:45";"2020-12-01 12:41:45"
"699";"12";"{""old"":{""id"":""12"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""12"",""current_number"":""12"",""name"":""Monte Pascoal Belicoso"",""artikul_number"":""12"",""price_per_piece"":""475"",""pieces"":""5"",""package_price"":""23.75"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:42:11";"2020-12-01 12:42:11"
"700";"13";"{""old"":{""id"":""13"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""13"",""current_number"":""13"",""name"":""Monte Pascoal Corona"",""artikul_number"":""13"",""price_per_piece"":""800"",""pieces"":""25"",""package_price"":""200.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:42:29";"2020-12-01 12:42:29"
"701";"14";"{""old"":{""id"":""14"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""14"",""current_number"":""14"",""name"":""Monte Pascoal Corona"",""artikul_number"":""14"",""price_per_piece"":""800"",""pieces"":""10"",""package_price"":""80.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:42:50";"2020-12-01 12:42:50"
"702";"15";"{""old"":{""id"":""15"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""15"",""current_number"":""15"",""name"":""Monte Pascoal Corona"",""artikul_number"":""15"",""price_per_piece"":""800"",""pieces"":""3"",""package_price"":""24.00"",""status"":""active"",""state"":""new"",""date_changed"":""08.10.2015""}}";"2020-12-01 12:43:58";"2020-12-01 12:43:58"
"703";"1";"{""old"":{""id"":""1"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""1"",""current_number"":""1"",""name"":""Monte Pascoal Robusto"",""artikul_number"":""1"",""price_per_piece"":""495"",""pieces"":""25"",""package_price"":""123.75"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:47:27";"2020-12-01 12:47:27"
"704";"2";"{""old"":{""id"":""2"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""2"",""current_number"":""2"",""name"":""Monte Pascoal Petit Robusto"",""artikul_number"":""2"",""price_per_piece"":""495"",""pieces"":""10"",""package_price"":""49.50"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:47:45";"2020-12-01 12:47:45"
"705";"3";"{""old"":{""id"":""3"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""3"",""current_number"":""3"",""name"":""Madame Butterfly Robustos Extra"",""artikul_number"":""3"",""price_per_piece"":""495"",""pieces"":""3"",""package_price"":""14.85"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:48:06";"2020-12-01 12:48:06"
"706";"4";"{""old"":{""id"":""4"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""4"",""current_number"":""4"",""name"":""Madame Butterfly Robustos Extra"",""artikul_number"":""4"",""price_per_piece"":""395"",""pieces"":""25"",""package_price"":""98.75"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:48:25";"2020-12-01 12:48:25"
"707";"5";"{""old"":{""id"":""5"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""5"",""current_number"":""5"",""name"":""Monte Pascoal Robusto"",""artikul_number"":""5"",""price_per_piece"":""395"",""pieces"":""5"",""package_price"":""19.75"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:49:35";"2020-12-01 12:49:35"
"708";"6";"{""old"":{""id"":""6"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""6"",""current_number"":""6"",""name"":""Monte Pascoal Corona"",""artikul_number"":""6"",""price_per_piece"":""350"",""pieces"":""25"",""package_price"":""87.50"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:49:54";"2020-12-01 12:49:54"
"709";"7";"{""old"":{""id"":""7"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""7"",""current_number"":""7"",""name"":""Monte Pascoal Corona"",""artikul_number"":""7"",""price_per_piece"":""350"",""pieces"":""5"",""package_price"":""17.50"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:50:18";"2020-12-01 12:50:18"
"710";"8";"{""old"":{""id"":""8"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""8"",""current_number"":""8"",""name"":""Monte Pascoal Corona"",""artikul_number"":""8"",""price_per_piece"":""595"",""pieces"":""25"",""package_price"":""148.75"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:50:40";"2020-12-01 12:50:40"
"711";"9";"{""old"":{""id"":""9"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""9"",""current_number"":""9"",""name"":""Monte Pascoal Minutos"",""artikul_number"":""9"",""price_per_piece"":""595"",""pieces"":""10"",""package_price"":""59.50"",""status"":""active"",""state"":""new"",""date_changed"":""04.08.2015""}}";"2020-12-01 12:51:02";"2020-12-01 12:51:02"
