"id";"product_id";"data";"created_at";"updated_at"
"121";"188";"{""old"":{""id"":""188"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""188"",""current_number"":""200"",""name"":""Kafie 1901 Connecticut Torpedo"",""artikul_number"":""200"",""price_per_piece"":""390"",""pieces"":""10"",""package_price"":""39.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-26 13:19:53";"2020-11-26 13:19:53"
"122";"189";"{""old"":{""id"":""189"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""189"",""current_number"":""201"",""name"":""Kafie 1901 Sumatra Toro Bello"",""artikul_number"":""201"",""price_per_piece"":""410"",""pieces"":""20"",""package_price"":""82.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-26 13:21:01";"2020-11-26 13:21:01"
"123";"190";"{""old"":{""id"":""190"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""190"",""current_number"":""202"",""name"":""Kafie 1901 Sumatra Torpedo"",""artikul_number"":""202"",""price_per_piece"":""390"",""pieces"":""10"",""package_price"":""39.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-26 13:22:15";"2020-11-26 13:22:15"
"124";"191";"{""old"":{""id"":""191"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""191"",""current_number"":""203"",""name"":""Kafie 1901 San Andres V Forty Six"",""artikul_number"":""203"",""price_per_piece"":""5"",""pieces"":""20"",""package_price"":""100.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-26 13:24:21";"2020-11-26 13:24:21"
"125";"192";"{""old"":{""id"":""192"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""192"",""current_number"":""204"",""name"":""Kafie 1901 San Andres VI Forty Two"",""artikul_number"":""204"",""price_per_piece"":""500"",""pieces"":""20"",""package_price"":""100.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-26 13:25:51";"2020-11-26 13:25:51"
"126";"193";"{""old"":{""id"":""193"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""193"",""current_number"":""205"",""name"":""San Jeronimo Classic Toro"",""artikul_number"":""205"",""price_per_piece"":""410"",""pieces"":""20"",""package_price"":""82.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-26 13:31:50";"2020-11-26 13:31:50"
"127";"194";"{""old"":{""id"":""194"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""194"",""current_number"":""206"",""name"":""San Jeronimo Classic Churchill"",""artikul_number"":""206"",""price_per_piece"":""430"",""pieces"":""20"",""package_price"":""86.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-27 09:13:19";"2020-11-27 09:13:19"
"128";"195";"{""old"":{""id"":""195"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""195"",""current_number"":""207"",""name"":""San Jeronimo Classic Torpedo"",""artikul_number"":""207"",""price_per_piece"":""390"",""pieces"":""20"",""package_price"":""78.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-27 09:15:17";"2020-11-27 09:15:17"
"129";"199";"{""old"":{""id"":""199"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""199"",""current_number"":""211"",""name"":""Kafie 1901 Torpedo Sampler"",""artikul_number"":""211"",""price_per_piece"":""390"",""pieces"":""6"",""package_price"":""23.40"",""status"":""active"",""state"":""new"",""date_changed"":""04.10.2019""}}";"2020-11-27 09:16:49";"2020-11-27 09:16:49"
"130";"250";"{""old"":{""id"":""250"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""250"",""current_number"":""263"",""name"":""ADVentura The Explorer Short Robusto"",""artikul_number"":""263"",""price_per_piece"":""680"",""pieces"":""19"",""package_price"":""129.20"",""status"":""active"",""state"":""new"",""date_changed"":""24.09.2019""}}";"2020-11-27 09:21:29";"2020-11-27 09:21:29"
"131";"256";"{""old"":{""id"":""256"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""256"",""current_number"":""269"",""name"":""ADVentura The Explorer Short Robusto Bundle"",""artikul_number"":""269"",""price_per_piece"":""680"",""pieces"":""20"",""package_price"":""136.00"",""status"":""active"",""state"":""new"",""date_changed"":""24.09.2019""}}";"2020-11-27 09:22:32";"2020-11-27 09:22:32"
"132";"441";"{""old"":{""id"":""441"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""441"",""current_number"":""541"",""name"":""ADVentura The Navigator Cadamosto Pyramid"",""artikul_number"":""541"",""price_per_piece"":""970"",""pieces"":""21"",""package_price"":""203.70"",""status"":""active"",""state"":""new"",""date_changed"":""12.09.2019""}}";"2020-11-27 09:23:23";"2020-11-27 09:23:23"
"133";"442";"{""old"":{""id"":""442"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""442"",""current_number"":""542"",""name"":""ADVentura The Navigator Cadamosto Pyramid Bundle"",""artikul_number"":""542"",""price_per_piece"":""970"",""pieces"":""20"",""package_price"":""194.00"",""status"":""active"",""state"":""new"",""date_changed"":""12.09.2019""}}";"2020-11-27 09:24:09";"2020-11-27 09:24:09"
"134";"440";"{""old"":{""id"":""440"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""440"",""current_number"":""540"",""name"":""Nordlicht Lancero Limitada 2019"",""artikul_number"":""540"",""price_per_piece"":""990"",""pieces"":""20"",""package_price"":""198.00"",""status"":""active"",""state"":""new"",""date_changed"":""09.09.2019""}}";"2020-11-27 09:25:23";"2020-11-27 09:25:23"
"135";"366";"{""old"":{""id"":""366"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""366"",""current_number"":""466"",""name"":""Brun del R\u00e9 Piccolo Limited Edition"",""artikul_number"":""466"",""price_per_piece"":""410"",""pieces"":""50"",""package_price"":""205.00"",""status"":""active"",""state"":""new"",""date_changed"":""09.09.2019""}}";"2020-11-27 09:29:03";"2020-11-27 09:29:03"
"136";"313";"{""old"":{""id"":""313"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""313"",""current_number"":""333"",""name"":""DBL Maduro Doble Prensado - Extra Viejo Humidor"",""artikul_number"":""333"",""price_per_piece"":""980"",""pieces"":""53"",""package_price"":""519.40"",""status"":""active"",""state"":""new"",""date_changed"":""09.09.2019""}}";"2020-11-27 09:29:33";"2020-11-27 09:29:33"
"137";"439";"{""old"":{""id"":""439"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""439"",""current_number"":""539"",""name"":""Brun del R\u00e9 Gold Robusto Bundle Limited"",""artikul_number"":""539"",""price_per_piece"":""32"",""pieces"":""25"",""package_price"":""8.00"",""status"":""active"",""state"":""new"",""date_changed"":""04.09.2019""}}";"2020-11-27 09:30:34";"2020-11-27 09:30:34"
"138";"438";"{""old"":{""id"":""438"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""438"",""current_number"":""538"",""name"":""Monte Pascoal Mata Fina Puritos"",""artikul_number"":""538"",""price_per_piece"":""80"",""pieces"":""10"",""package_price"":""8.00"",""status"":""active"",""state"":""new"",""date_changed"":""29.08.2019""}}";"2020-11-27 09:31:28";"2020-11-27 09:31:28"
"139";"434";"{""old"":{""id"":""434"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""434"",""current_number"":""534"",""name"":""ADVentura EL LOCO Huerfano"",""artikul_number"":""534"",""price_per_piece"":""650"",""pieces"":""35"",""package_price"":""227.50"",""status"":""active"",""state"":""new"",""date_changed"":""22.08.2019""}}";"2020-11-27 09:32:20";"2020-11-27 09:32:20"
"140";"435";"{""old"":{""id"":""435"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""435"",""current_number"":""535"",""name"":""ADVentura EL LOCO El Viudo Robusto Bundle"",""artikul_number"":""535"",""price_per_piece"":""1130"",""pieces"":""20"",""package_price"":""226.00"",""status"":""active"",""state"":""new"",""date_changed"":""22.08.2019""}}";"2020-11-27 09:33:08";"2020-11-27 09:33:08"
"141";"436";"{""old"":{""id"":""436"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""436"",""current_number"":""536"",""name"":""ADVentura EL LOCO La Viuda Piramid Bundle"",""artikul_number"":""536"",""price_per_piece"":""1240"",""pieces"":""20"",""package_price"":""248.00"",""status"":""active"",""state"":""new"",""date_changed"":""22.08.2019""}}";"2020-11-27 09:33:51";"2020-11-27 09:33:51"
"142";"437";"{""old"":{""id"":""437"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""437"",""current_number"":""537"",""name"":""ADVentura EL LOCO Huerfano Bundle"",""artikul_number"":""537"",""price_per_piece"":""650"",""pieces"":""20"",""package_price"":""130.00"",""status"":""active"",""state"":""new"",""date_changed"":""22.08.2019""}}";"2020-11-27 09:34:12";"2020-11-27 09:34:12"
"143";"429";"{""old"":{""id"":""429"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""429"",""current_number"":""529"",""name"":""DBL Mafu Toro Cameroon Bundle"",""artikul_number"":""529"",""price_per_piece"":""1160"",""pieces"":""20"",""package_price"":""232.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 09:39:51";"2020-11-27 09:39:51"
"144";"430";"{""old"":{""id"":""430"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""430"",""current_number"":""530"",""name"":""DBL Mafu Toro Maduro Bundle"",""artikul_number"":""530"",""price_per_piece"":""1160"",""pieces"":""20"",""package_price"":""232.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 09:43:45";"2020-11-27 09:43:45"
"145";"431";"{""old"":{""id"":""431"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""431"",""current_number"":""531"",""name"":""Brun del Re 1787 Gran Toro LE Bundle"",""artikul_number"":""531"",""price_per_piece"":""60"",""pieces"":""25"",""package_price"":""15.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 09:45:56";"2020-11-27 09:45:56"
"146";"432";"{""old"":{""id"":""432"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""432"",""current_number"":""532"",""name"":""Brun del Re 1787 Gran Toro"",""artikul_number"":""532"",""price_per_piece"":""840"",""pieces"":""8"",""package_price"":""67.20"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 10:07:05";"2020-11-27 10:07:05"
"147";"433";"{""old"":{""id"":""433"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""433"",""current_number"":""533"",""name"":""DBL Amarillo Fancy Belicoso"",""artikul_number"":""533"",""price_per_piece"":""980"",""pieces"":""20"",""package_price"":""196.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 10:07:40";"2020-11-27 10:07:40"
"148";"256";"{""old"":{""id"":""256"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""256"",""current_number"":""269"",""name"":""ADVentura The Explorer Short Robusto Bundle"",""artikul_number"":""269"",""price_per_piece"":""950"",""pieces"":""20"",""package_price"":""190.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 10:09:30";"2020-11-27 10:09:30"
"149";"230";"{""old"":{""id"":""230"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""230"",""current_number"":""242"",""name"":""Brun del R\u00e9 Premium Robusto LE Bundle"",""artikul_number"":""242"",""price_per_piece"":""88"",""pieces"":""25"",""package_price"":""22.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 10:10:40";"2020-11-27 10:10:40"
"150";"428";"{""old"":{""id"":""428"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""428"",""current_number"":""528"",""name"":""Blackbird Sixpack Robusto"",""artikul_number"":""528"",""price_per_piece"":""550"",""pieces"":""6"",""package_price"":""33.00"",""status"":""active"",""state"":""new"",""date_changed"":""14.08.2019""}}";"2020-11-27 10:11:46";"2020-11-27 10:11:46"
"151";"199";"{""old"":{""id"":""199"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""199"",""current_number"":""211"",""name"":""Kafie 1901 Torpedo Sampler"",""artikul_number"":""211"",""price_per_piece"":""330"",""pieces"":""6"",""package_price"":""19.80"",""status"":""active"",""state"":""new"",""date_changed"":""07.08.2019""}}";"2020-11-27 10:13:19";"2020-11-27 10:13:19"
"152";"250";"{""old"":{""id"":""250"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""250"",""current_number"":""263"",""name"":""ADV & McKay The Explorer Short Robusto"",""artikul_number"":""263"",""price_per_piece"":""680"",""pieces"":""19"",""package_price"":""129.20"",""status"":""active"",""state"":""new"",""date_changed"":""25.07.2019""}}";"2020-11-27 10:17:19";"2020-11-27 10:17:19"
"153";"256";"{""old"":{""id"":""256"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""256"",""current_number"":""269"",""name"":""ADV & McKay The Explorer Short Robusto Bundle"",""artikul_number"":""269"",""price_per_piece"":""680"",""pieces"":""20"",""package_price"":""136.00"",""status"":""active"",""state"":""new"",""date_changed"":""21.08.2019""}}";"2020-11-27 11:15:28";"2020-11-27 11:15:28"
"154";"256";"{""old"":{""id"":""256"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""256"",""current_number"":""269"",""name"":""ADV & McKay The Explorer Short Robusto Bundle"",""artikul_number"":""269"",""price_per_piece"":""680"",""pieces"":""20"",""package_price"":""136.00"",""status"":""active"",""state"":""new"",""date_changed"":""25.07.2019""}}";"2020-11-27 11:16:23";"2020-11-27 11:16:23"
"155";"366";"{""old"":{""id"":""366"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""366"",""current_number"":""466"",""name"":""Brun del R\u00e9 Piccolo Limited Edition"",""artikul_number"":""466"",""price_per_piece"":""420"",""pieces"":""50"",""package_price"":""210.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:19:13";"2020-11-27 11:19:13"
"156";"367";"{""old"":{""id"":""367"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""367"",""current_number"":""467"",""name"":""Brun del R\u00e9 Piccolo Gold"",""artikul_number"":""467"",""price_per_piece"":""360"",""pieces"":""50"",""package_price"":""180.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:19:31";"2020-11-27 11:19:31"
"157";"369";"{""old"":{""id"":""369"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""369"",""current_number"":""469"",""name"":""Brun del R\u00e9 Piccolo Black"",""artikul_number"":""469"",""price_per_piece"":""390"",""pieces"":""50"",""package_price"":""195.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:20:22";"2020-11-27 11:20:22"
"158";"234";"{""old"":{""id"":""234"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""234"",""current_number"":""246"",""name"":""Brun del R\u00e9 Gold Gran Toro"",""artikul_number"":""246"",""price_per_piece"":""880"",""pieces"":""52"",""package_price"":""457.60"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:21:49";"2020-11-27 11:21:49"
"159";"360";"{""old"":{""id"":""360"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""360"",""current_number"":""460"",""name"":""Brun del R\u00e9 Gold Gran Toro"",""artikul_number"":""460"",""price_per_piece"":""880"",""pieces"":""8"",""package_price"":""70.40"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:23:21";"2020-11-27 11:23:21"
"160";"378";"{""old"":{""id"":""378"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""378"",""current_number"":""478"",""name"":""Mombacho Casa Favilli Robusto"",""artikul_number"":""478"",""price_per_piece"":""1050"",""pieces"":""12"",""package_price"":""126.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:24:44";"2020-11-27 11:24:44"
"161";"379";"{""old"":{""id"":""379"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""379"",""current_number"":""479"",""name"":""Mombacho Casa Favilli Toro"",""artikul_number"":""479"",""price_per_piece"":""1130"",""pieces"":""12"",""package_price"":""135.60"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:25:12";"2020-11-27 11:25:12"
"162";"424";"{""old"":{""id"":""424"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""424"",""current_number"":""524"",""name"":""La Bucanera Artiller\u00eda 50 Robusto Bundle"",""artikul_number"":""524"",""price_per_piece"":""1060"",""pieces"":""20"",""package_price"":""212.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:25:45";"2020-11-27 11:25:45"
"163";"425";"{""old"":{""id"":""425"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""425"",""current_number"":""525"",""name"":""La Bucanera Artiller\u00eda 56 Toro Bundle"",""artikul_number"":""525"",""price_per_piece"":""1180"",""pieces"":""20"",""package_price"":""236.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:26:17";"2020-11-27 11:26:17"
"164";"426";"{""old"":{""id"":""426"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""426"",""current_number"":""526"",""name"":""La Bucanera Artiller\u00eda 50 Robusto"",""artikul_number"":""526"",""price_per_piece"":""1060"",""pieces"":""20"",""package_price"":""212.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:27:05";"2020-11-27 11:27:05"
"165";"427";"{""old"":{""id"":""427"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""427"",""current_number"":""527"",""name"":""La Bucanera Artiller\u00eda 56 Toro"",""artikul_number"":""527"",""price_per_piece"":""1180"",""pieces"":""20"",""package_price"":""236.00"",""status"":""active"",""state"":""new"",""date_changed"":""23.07.2019""}}";"2020-11-27 11:27:37";"2020-11-27 11:27:37"
"166";"138";"{""old"":{""id"":""138"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""138"",""current_number"":""150"",""name"":""Mombacho Tierra Volcan Grande"",""artikul_number"":""150"",""price_per_piece"":""1120"",""pieces"":""12"",""package_price"":""134.40"",""status"":""active"",""state"":""new"",""date_changed"":""22.07.2019""}}";"2020-11-27 11:29:15";"2020-11-27 11:29:15"
"167";"140";"{""old"":{""id"":""140"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""140"",""current_number"":""152"",""name"":""Mombacho Tierra Volcan Clasico"",""artikul_number"":""152"",""price_per_piece"":""930"",""pieces"":""12"",""package_price"":""111.60"",""status"":""active"",""state"":""new"",""date_changed"":""22.07.2019""}}";"2020-11-27 11:30:06";"2020-11-27 11:30:06"
"168";"141";"{""old"":{""id"":""141"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""141"",""current_number"":""153"",""name"":""Mombacho Tierra Volcan Corto"",""artikul_number"":""153"",""price_per_piece"":""690"",""pieces"":""12"",""package_price"":""82.80"",""status"":""active"",""state"":""new"",""date_changed"":""22.07.2019""}}";"2020-11-27 11:30:43";"2020-11-27 11:30:43"
"169";"143";"{""old"":{""id"":""143"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""143"",""current_number"":""155"",""name"":""Mombacho Liga Maestro Novillo"",""artikul_number"":""155"",""price_per_piece"":""1080"",""pieces"":""12"",""package_price"":""129.60"",""status"":""active"",""state"":""new"",""date_changed"":""22.07.2019""}}";"2020-11-27 11:31:47";"2020-11-27 11:31:47"
"170";"142";"{""old"":{""id"":""142"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""142"",""current_number"":""154"",""name"":""Mombacho Liga Maestro Double Robusto"",""artikul_number"":""154"",""price_per_piece"":""1220"",""pieces"":""12"",""package_price"":""146.40"",""status"":""active"",""state"":""new"",""date_changed"":""22.07.2019""}}";"2020-11-27 11:32:09";"2020-11-27 11:32:09"
"171";"381";"{""old"":{""id"":""381"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""381"",""current_number"":""481"",""name"":""Mombacho Cosecha 2014"",""artikul_number"":""481"",""price_per_piece"":""1990"",""pieces"":""10"",""package_price"":""199.00"",""status"":""active"",""state"":""new"",""date_changed"":""22.07.2019""}}";"2020-11-27 11:32:46";"2020-11-27 11:32:46"
"172";"420";"{""old"":{""id"":""420"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""420"",""current_number"":""520"",""name"":""DBL Mafu San Andres 8 x 60"",""artikul_number"":""520"",""price_per_piece"":""1380"",""pieces"":""30"",""package_price"":""414.00"",""status"":""active"",""state"":""new"",""date_changed"":""15.07.2019""}}";"2020-11-27 11:36:22";"2020-11-27 11:36:22"
"173";"421";"{""old"":{""id"":""421"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""421"",""current_number"":""521"",""name"":""DBL Mafu Cameroon 8 x 60"",""artikul_number"":""521"",""price_per_piece"":""1380"",""pieces"":""30"",""package_price"":""414.00"",""status"":""active"",""state"":""new"",""date_changed"":""15.07.2019""}}";"2020-11-27 11:37:07";"2020-11-27 11:37:07"
